restaurant_name,food_name,size,kcal,protein,fats,carbs
Subway,White chocolate chip Macadamia Nut Cookie,,213.0,2.0,10.0,28.0
Subway,Caesar Dressing,,54.0,0.0,5.0,1.0
Subway,Chipotle Southwest,,60.0,0.0,6.0,1.0
Subway,Vegan Garlic Aioli,,53.0,0.0,5.0,2.0
Subway,Honey & Wholegrain Mustard,,29.0,0.0,2.0,3.0
Subway,Ketchup,,18.0,0.0,0.0,4.0
Subway,H&H BBQ,,24.0,0.0,0.0,6.0
Subway,Light Mayo,,48.0,0.0,5.0,1.0
Subway,Olive Oil,,124.0,0.0,14.0,0.0
Subway,Sweet Onion,,30.0,0.0,0.0,7.0
Sushi Corner,Akari,,1209.0,44.0,40.0,164.0
Sushi Corner,Ama,,1636.0,73.0,42.0,234.0
Sushi Corner,Bure,,1116.0,48.0,50.0,112.0
Sushi Corner,Chodoi,,2083.0,83.0,79.0,250.0
Sushi Corner,Hanzo,,1226.0,55.0,44.0,149.0
Sushi Corner,Hatsu,,1609.0,48.0,54.0,224.0
Sushi Corner,Izu,,2594.0,102.0,84.0,348.0
Sushi Corner,Koko,,867.0,37.0,31.0,106.0
Sushi Corner,Koko GF,,861.0,36.0,32.0,104.0
Sushi Corner,Momo,,845.0,24.0,20.0,140.0
Sushi Corner,Sho,,1688.0,61.0,60.0,218.0
Sushi Corner,Tsuki,,2698.0,91.0,98.0,350.0
Sushi Corner,Vege Set,,1264.0,27.0,26.0,225.0
Sushi Corner,Vege Sugi,,777.0,18.0,19.0,129.0
Sushi Corner,Zenbu,,5696.0,222.0,192.0,747.0
Sushi Corner,Vege Ise GF,,727.0,14.0,20.0,120.0
Sushi Corner,Hikone GF,,1282.0,55.0,39.0,173.0
Sushi Corner,Bluefin maki,,305.0,15.0,12.0,33.0
Sushi Corner,Crispy salmon,,552.0,24.0,25.0,58.0
Sushi Corner,Crispy yellowtail,,455.0,28.0,12.0,58.0
Sushi Corner,Hotate,,404.0,27.0,15.0,41.0
Sushi Corner,Ebi krewetka w tempurze,,373.0,12.0,10.0,57.0
Sushi Corner,Ebi ten,,437.0,15.0,14.0,60.0
Sushi Corner,Filadelfia,,333.0,14.0,13.0,40.0
Sushi Corner,Gravlax z kalmarem,,420.0,12.0,12.0,62.0
Sushi Corner,Krab,,324.0,8.0,8.0,54.0
Sushi Corner,Łosoś w panko,,409.0,14.0,14.0,54.0
Sushi Corner,Pieczony łosoś,,433.0,15.0,16.0,54.0
Sushi Corner,Squid tempura,,326.0,7.0,7.0,57.0
Sushi Corner,Szczepan,,378.0,13.0,17.0,42.0
Sushi Corner,Tatar z łososia,,364.0,21.0,13.0,40.0
Sushi Corner,Tatar z tuńczyka,,304.0,25.0,5.0,40.0
Sushi Corner,Tuna x mango,,284.0,14.0,6.0,42.0
Sushi Corner,Vege Inari,,267.0,6.0,5.0,49.0
Sushi Corner,Vege Yasai,,240.0,4.0,2.0,51.0
Sushi Corner,Węgorz z mango,,425.0,12.0,15.0,59.0
Sushi Corner,Węgorz z tykwą w tempurze,,453.0,12.0,19.0,56.0
Sushi Corner,Pieczony łosoś GF,,421.0,15.0,17.0,50.0
Sushi Corner,Vege Mango x Awokado GF,,280.0,5.0,8.0,46.0
Sushi Corner,Ebi GF,,244.0,12.0,4.0,40.0
Sushi Corner,Tuna x mango GF,,291.0,14.0,6.0,44.0
Sushi Corner,Łosoś w migdałach,,609.0,24.0,31.0,55.0
Sushi Corner,Spicy Salmon,,549.0,23.0,22.0,59.0
Sushi Corner,Vege tamagoyaki,,518.0,14.0,16.0,76.0
Sushi Corner,Węgorz unagi kabayaki,,554.0,17.0,24.0,67.0
Sushi Corner,California sezam,,269.0,5.0,12.0,33.0
Sushi Corner,Ebi Tempura,,264.0,8.0,8.0,39.0
Sushi Corner,Ebi tempura łosoś,,326.0,14.0,12.0,39.0
Sushi Corner,Ebi tempura unagi,,365.0,13.0,13.0,47.0
Sushi Corner,Tuna ebi tempura,,315.0,16.0,10.0,40.0
Sushi Corner,Ebi tobiko,,209.0,9.0,4.0,33.0
Sushi Corner,Łosoś pieczony,,272.0,10.0,8.0,38.0
Sushi Corner,Łosoś surowy,,261.0,11.0,10.0,32.0
Sushi Corner,Maguro zuke,,333.0,21.0,11.0,38.0
Sushi Corner,Salmon California,,301.0,12.0,12.0,35.0
Sushi Corner,Salmon California GF,,296.0,11.0,13.0,33.0
Sushi Corner,Spicy gravlax,,340.0,12.0,10.0,47.0
Sushi Corner,Tuna chilli-lime,,210.0,10.0,3.0,36.0
Sushi Corner,Tuńczyk,,279.0,13.0,10.0,32.0
Sushi Corner,Unagi awokado,,359.0,10.0,17.0,41.0
Sushi Corner,Vege banana,,318.0,6.0,8.0,56.0
Sushi Corner,Vege tamagoyaki awokado,,331.0,8.0,11.0,48.0
Sushi Corner,Vege w naleśniku,,247.0,6.0,5.0,45.0
Sushi Corner,Łosoś pieczony GF,,271.0,10.0,8.0,37.0
Sushi Corner,Vege banana GF,,307.0,6.0,9.0,50.0
Sushi Corner,Vege w naleśniku GF,,238.0,6.0,5.0,41.0
Sushi Corner,Awokado,,209.0,3.0,6.0,33.0
Sushi Corner,Ebi,,177.0,11.0,1.0,32.0
Sushi Corner,Gravlax,,234.0,10.0,6.0,33.0
Sushi Corner,Kappa,,179.0,4.0,3.0,33.0
Sushi Corner,Łosoś,,232.0,11.0,6.0,32.0
Sushi Corner,Oshinko,,148.0,3.0,0.0,32.0
Sushi Corner,Shitake,,225.0,5.0,0.0,49.0
Sushi Corner,Tuńczyk,,202.0,13.0,2.0,32.0
Sushi Corner,Tuńczyk bluefin,,243.0,12.0,7.0,32.0
Sushi Corner,Tykwa,,200.0,3.0,1.0,46.0
Sushi Corner,Węgorz,,271.0,10.0,9.0,36.0
Sushi Corner,Ebi,,48.0,3.0,0.0,8.0
Sushi Corner,Gravlax,,59.0,2.0,1.0,8.0
Sushi Corner,Łosoś,,75.0,4.0,3.0,8.0
Sushi Corner,Tamago,,76.0,2.0,1.0,14.0
Sushi Corner,Tuńczyk,,62.0,5.0,1.0,8.0
Sushi Corner,Tuńczyk bluefin,,79.0,5.0,3.0,8.0
Sushi Corner,Węgorz,,74.0,3.0,3.0,9.0
Sushi Corner,Łosoś,,109.0,11.0,7.0,0.0
Sushi Corner,Tuńczyk bluefin,,122.0,12.0,8.0,0.0
Sushi Corner,Tuńczyk yellowtail,,73.0,13.0,2.0,0.0
Sushi Corner,Edamame,,218.0,18.0,11.0,5.0
Sushi Corner,Goma wakame,,105.0,1.0,3.0,17.0
Sushi Corner,Kimchi,,50.0,2.0,1.0,10.0
Sushi Corner,Popcorn shrimps,,254.0,13.0,7.0,35.0
Sushi Corner,Tatar z łososia,,265.0,23.0,18.0,3.0
Sushi Corner,Tatar z tuńczyka,,193.0,27.0,8.0,3.0
Sushi Corner,Warzywa Japońskie,,124.0,7.0,5.0,10.0
Sushi Corner,Miso łosoś,,107.0,9.0,5.0,6.0
Sushi Corner,Miso tofu,,94.0,10.0,3.0,21.0
Sushi Corner,Tempura soba,,411.0,18.0,6.0,61.0
Sushi Corner,Tom-yum,,433.0,11.0,23.0,32.0
Sushi Corner,Gyoza kurczak 6 szt.,,290.0,14.0,10.0,36.0
Sushi Corner,Gyoza vege 6 szt.,,249.0,8.0,6.0,40.0
Sushi Corner,Tempura krewetki 6 szt.,,411.0,25.0,14.0,45.0
Sushi Corner,Tempura vege,,287.0,7.0,10.0,41.0
Sushi Corner,Frytki z batata,,317.0,3.0,20.0,29.0
Sushi Corner,Kurczak karaage,,297.0,22.0,18.0,11.0
Sushi Corner,Makaron soba,,291.0,11.0,4.0,51.0
Sushi Corner,Yaki udon,,406.0,13.0,2.0,82.0
Sushi Corner,Góra Fuji,,886.0,13.0,43.0,109.0
Sushi Corner,Lemon-yuzu curd,,387.0,2.0,7.0,17.0
Sushi Corner,Mochi kokosowe,,234.0,3.0,9.0,36.0
Sushi Corner,Mochi mango i marakuja,,231.0,1.0,9.0,36.0
Sushi Corner,Mochi yuzu,,212.0,1.0,8.0,35.0
Sushi Corner,Mochi z czekoladą,,246.0,2.0,9.0,40.0
Sushi Corner,Mochi zielona herbata,,209.0,3.0,6.0,36.0
Sushi Corner,Bento gyoza kurczak,,763.0,40.0,30.0,77.0
Sushi Corner,Bento gyoza vege,,729.0,35.0,27.0,80.0
Sushi Corner,Bento Karaage,,760.0,45.0,30.0,74.0
Sushi Corner,Sushi Bowl łosoś,,606.0,28.0,28.0,58.0
Sushi Corner,Sushi Bowl ebi tempura,,651.0,23.0,15.0,100.0
Sushi Corner,Bowl Tofu Karaage,,688.0,36.0,12.0,146.0
Sushi Corner,Box Karaage 300g,,566.0,51.0,36.0,11.0
Sushi Corner,Gyoza kurczak 3 szt.,,145.0,7.0,5.0,18.0
Sushi Corner,Gyoza vege 3 szt.,,125.0,4.0,3.0,20.0
Sushi Corner,Tempura krewetki 3 szt.,,206.0,12.0,7.0,22.0
Sushi Corner,Super Set 1,,723.0,31.0,29.0,81.0
Sushi Corner,Super Set 2,,721.0,24.0,25.0,97.0
Sushi Corner,Super Set 3,,617.0,27.0,19.0,82.0
Sushi Corner,Lunch Set 1,,788.0,28.0,34.0,88.0
Sushi Corner,Lunch Set 2,,582.0,15.0,17.0,90.0
Sushi Corner,Lunch Set 3,,603.0,19.0,25.0,73.0
Sushi Corner,Vege Sushi Set,,598.0,14.0,16.0,96.0
Sushi Corner,Sos do gyozy 30 ml,,40.0,1.0,3.0,2.0
Sushi Corner,Sos kabyaki 30 ml,,133.0,1.0,0.0,30.0
Sushi Corner,Sos spicy mayo 30 g,,163.0,1.0,16.0,3.0
Sushi Corner,Sos sweet chilli 30 g,,53.0,0.0,0.0,12.0
Sushi Corner,Imbir marynowany 30 g,,2.0,0.0,0.0,0.0
Sushi Corner,Wasabi 30g,,58.0,3.0,1.0,8.0
Sushi Corner,Sos sojowy 30 ml,,26.0,3.0,0.0,2.0
Sushi Corner,Sos sojowy GF 30 ml,,17.0,3.0,0.0,1.0
Sushi Corner,Onigiri łosoś,,356.0,11.0,5.0,64.0
Sushi Corner,Onigiri łosoś pieczony,,390.0,11.0,7.0,69.0
Sushi Corner,Onigiri tuńczyk,,373.0,13.0,7.0,64.0
Sushi Corner,Inari łosoś,,392.0,20.0,15.0,44.0
Sushi Corner,Inari kukurydza,,382.0,15.0,14.0,51.0
Sushi Corner,Inari krewetka,,431.0,17.0,21.0,45.0
Wrap Me!,Kebab Kurczak/Kebab Chicken,,693.0,38.0,31.6,58.7
Wrap Me!,Kebab Halloumi,,652.0,17.3,33.8,57.4
Wrap Me!,Kebab Gyros,,747.0,20.8,41.2,66.2
Wrap Me!,Kebab z nie-mięsem,,663.0,31.6,29.8,62.9
Wrap Me!,California Chicken Bakon,,902.0,29.8,53.1,63.3
Wrap Me!,Jamaica Chicken Wrap,,810.0,30.2,46.7,63.8
Wrap Me!,Greek Chicken,,811.0,33.8,43.7,65.2
Wrap Me!,Korean Beef,,937.0,24.5,54.0,79.7
Wrap Me!,Mex Burrito,,912.0,30.4,48.2,76.8
Wrap Me!,Siciliano,,861.0,37.3,49.9,60.7
Wrap Me!,Kebab Kurczak Box/Kebab Chicken Box,,570.0,33.1,27.9,46.3
Wrap Me!,Kebab Halloumi Box,,744.0,23.6,35.6,79.2
Wrap Me!,Kebab Gyros Box,,563.0,14.2,27.9,58.6
Wrap Me!,Kebab z nie-mięsem Box / Kebab with non-meat Box,,576.0,29.3,25.2,59.2
Wrap Me!,Frytki,,319.0,4.0,12.9,44.4
Wrap Me!,Nachos,,506.0,6.5,20.7,71.8
Wrap Me!,Avo Green Goddess,,29.0,0.4,1.8,1.8
Wrap Me!,BBQ,,373.0,0.5,0.1,91.6
Wrap Me!,Fistaszkowy/Peanut,,594.0,11.8,46.1,24.7
Wrap Me!,Jogurtowy/Yoghurt,,178.0,2.4,6.8,27.4
Wrap Me!,Mango-Ananas/Mango-Pineapple,,88.0,0.1,0.0,21.8
Wrap Me!,Musztardowo-Miodowy/Mustard and honey,,369.0,0.8,8.3,69.2
Wrap Me!,Orientalne chilli/Oriental chilli,,101.0,1.8,0.9,21.4
Wrap Me!,Pomidorowy/Tomato,,29.0,1.0,0.1,5.6
Wrap Me!,Serowy/Cheese,,304.0,2.6,22.7,17.4
Wrap Me!,Vegan aioli,,513.0,0.7,53.9,5.5
Wrap Me!,Ketchup,,101.0,1.5,0.2,23.9
Wrap Me!,"Ananas, Mango/Pineapple, Mango",,69.0,0.1,0.2,16.6
Wrap Me!,Owocowe Cudo/Fruity Miracle,,46.0,0.0,0.0,11.8
Wrap Me!,Warzywny Detoks/Vegetable Detox,,44.0,1.4,0.1,7.9
Wrap Me!,Zielona Energia/Green Energy,,84.0,0.7,0.2,20.2
Wrap Me!,Lemoniada Cytryna-Marakuja/Lemon-Passion Fruit,,44.0,0.1,0.0,11.0
Wrap Me!,Truskawkowa Margarita/Strawberry Margarita,,42.0,0.1,0.0,10.3
Wrap Me!,Limonkowa Mex/Lime Mex,,65.0,0.1,0.0,15.5
Wrap Me!,Bubble Tea Mango-Marakuja / Bubble Tea Mango-Passion Fruit,,440.0,0.1,0.0,107.0
Wrap Me!,Bubble Tea Jagoda-Liść / Bubble Tea Blueberry-Liquid,,400.0,1.0,1.0,98.0
Wrap Me!,Smoothie mango-banan / Smoothie mango-banana,,300.0,1.1,0.3,70.0
Wrap Me!,Smoothie truskawka-banan / Smoothie strawberry-banana,,300.0,1.7,0.3,71.0
HulThai,Pad Thai — TOFU,,792.0,30.0,17.0,127.0
HulThai,Pad Thai — KURCZAK,,837.0,42.0,17.0,127.0
HulThai,Pad Thai — KREWETA,,740.0,25.0,14.0,127.0
HulThai,Pad Thai — WOŁOWINA,,901.0,48.0,21.0,127.0
HulThai,Pad Thai Królewski — KRÓLEWSKI,,1221.0,81.0,42.0,128.0
HulThai,Stir Fry W czosnku — SOJCZAK,,746.0,23.0,11.0,135.0
HulThai,Stir Fry W czosnku — KURCZAK,,777.0,51.0,13.0,112.0
HulThai,Stir Fry W czosnku — WOŁOWINA,,912.0,63.0,21.0,112.0
HulThai,Bangkok Noodles — TOFU,,1025.0,27.0,48.0,120.0
HulThai,Bangkok Noodles — KURCZAK,,1070.0,38.0,48.0,120.0
HulThai,Bangkok Noodles — KREWETKA,,1004.0,28.0,45.0,120.0
HulThai,Smażony Ryż — TOFU,,1025.0,35.0,36.0,141.0
HulThai,Smażony Ryż — KURCZAK,,1069.0,46.0,36.0,141.0
HulThai,Smażony Ryż — KREWETA,,1024.0,41.0,33.0,141.0
HulThai,Smażony Ryż — WOŁOWINA,,1133.0,52.0,40.0,141.0
HulThai,Hulthaiski Bowl — SOJCZAK,,746.0,23.0,11.0,135.0
HulThai,Hulthaiski Bowl — KURCZAK,,777.0,51.0,13.0,112.0
HulThai,Hulthaiski Bowl — KREWETKA,,912.0,63.0,21.0,112.0
HulThai,Huthaiski Ramen — TOFU,,493.0,20.0,24.0,54.0
HulThai,Huthaiski Ramen — KURCZAK,,513.0,28.0,23.0,53.0
HulThai,Huthaiski Ramen — KREWETKA,,496.0,25.0,22.0,53.0
MAX Burgers,Crispy Green Nuggets - Crispy Green Nuggets 4 szt.,60 g,177.6,7.8,12.0,9.0
MAX Burgers,Crispy Green Nuggets - Crispy Green Nuggets 6 szt.,90 g,266.4,11.7,18.0,13.5
MAX Burgers,Spicy Avocado Plant Beef,272.5 g,724.47,28.06,45.07,51.43
MAX Burgers,Spicy Avocado Maxoumi,284.5 g,787.53,32.23,54.43,43.75
MAX Burgers,Spicy Avocado Crispy Supreme,276.5 g,716.96,20.53,45.69,54.2
MAX Burgers,Burger Rywala Plant Beef,315 g,923.68,40.5,52.2,72.47
MAX Burgers,Mung Bean Burger,258.5 g,594.95,16.58,26.37,68.97
MAX Burgers,Crispy Supreme Sandwich,212.5 g,633.6,19.08,38.36,53.75
MAX Burgers,Crispy Supreme Buffalo,244 g,679.37,19.44,42.74,55.26
MAX Burgers,Crispy Supreme Parmesan,250.5 g,733.16,24.77,47.08,53.96
MAX Burgers,Maxoumi,217 g,503.77,19.37,27.21,45.53
MAX Burgers,Double Maxoumi,284 g,764.99,33.45,49.97,45.42
MAX Burgers,Delivery Cheezy Crispy Supreme,250 g,736.75,26.29,44.25,58.21
MAX Burgers,Delivery Cheezy Plant Beef,372 g,1017.23,50.39,61.45,65.6
MAX Burgers,Plant Beef Burger,252.5 g,605.17,24.18,34.14,51.2
MAX Burgers,Salad Wrap Plant Beef,338 g,729.04,42.85,52.08,25.24
MAX Burgers,Frisco Cheese Plant Beef,224 g,630.43,29.32,36.48,47.29
MAX Burgers,Spicy Avocado Beef,276.5 g,716.96,20.53,45.69,54.2
MAX Burgers,Double Frisco Pepper Jack 'n' Bacon,333.5 g,880.72,11.49,60.81,42.09
MAX Burgers,Burger Rywala Beef and Bacon,374 g,1054.33,51.77,65.15,64.93
MAX Burgers,Classic '68 Cheese,274.5 g,657.06,30.11,39.35,43.23
MAX Burgers,DeliVery Cheezy Beef,346 g,857.59,35.87,55.89,48.71
MAX Burgers,Cheese 'n' Bacon,293 g,738.69,31.25,49.44,41.92
MAX Burgers,Salad Wrap Burger,278 g,496.24,23.23,42.12,7.06
MAX Burgers,Double Frisco,337 g,852.54,40.36,57.27,41.58
MAX Burgers,Double Original,335 g,811.49,35.27,54.05,43.47
MAX Burgers,Frisco,242 g,597.02,25.39,37.01,39.95
MAX Burgers,Original,240 g,555.97,20.3,33.79,41.83
MAX Burgers,Double Cheeseburger,163 g,449.95,19.02,28.62,27.6
MAX Burgers,Classic '68 Cheese Jr,131.5 g,285.49,11.77,13.31,27.55
MAX Burgers,Cheeseburger,113.5 g,315.14,11.14,17.92,26.71
MAX Burgers,Hamburger,102 g,276.84,8.95,14.81,26.3
MAX Burgers,Double Tatarski,297 g,804.09,34.74,52.66,44.39
MAX Burgers,Tatarski,202 g,539.09,19.44,31.79,42.2
MAX Burgers,Tatarski Jr,119 g,330.15,11.05,18.74,28.43
MAX Burgers,Chleb hamburgerowy bezglutenowy,80 g,236.0,2.16,5.76,42.4
MAX Burgers,Frisco Cheese,212 g,553.42,22.19,33.86,39.05
MAX Burgers,Chicken Nuggets - 4 szt.,80 g,160.0,8.8,8.0,12.8
MAX Burgers,Spicy Avocado Grand Chicken,317 g,726.02,30.8,1.99,62.13
MAX Burgers,Grand Chicken Parmesan,291.5 g,693.54,32.17,36.63,59.08
MAX Burgers,Grand Chicken Sandwich,253.5 g,607.98,26.6,28.91,58.88
MAX Burgers,Grand Chicken Buffalo,328.5 g,659.87,27.55,33.38,61.6
MAX Burgers,Grand Chicken 'n' Bacon,292 g,695.34,32.12,36.89,59.13
MAX Burgers,DeliVery Cheezy Grand Chicken,302 g,709.53,33.87,34.36,64.95
MAX Burgers,Burger Rywala Crispy Chicken,320 g,834.61,34.8,43.51,73.45
MAX Burgers,Crispy Chicken 'n' Cheese​,239.5 g,544.85,20.39,26.68,54.15
MAX Burgers,Grilled Chicken Sandwich,229.5 g,455.31,26.09,20.11,41.52
MAX Burgers,Grilled Chicken Buffalo,264.5 g,501.61,26.48,24.5,43.07
MAX Burgers,Grilled Chicken Parmesan,267.5 g,540.88,31.67,27.84,41.71
MAX Burgers,Chicken Jr,126.5 g,302.57,11.37,13.35,34.14
MAX Burgers,Chicken Wings - 3 szt.,124.5 g,273.9,18.68,18.68,7.35
MAX Burgers,Chicken Wings - 5 szt,207.5 g,456.5,31.12,31.12,12.24
MAX Burgers,Chicken Wings - 10 szt.,415 g,913.0,62.25,62.25,24.49
MAX Burgers,Chicken Nuggets - 6 szt.,120 g,240.0,13.2,12.0,19.2
MAX Burgers,Red Hot Nuggets - 6 szt.,108 g,279.72,16.96,15.34,18.58
MAX Burgers,Chicken Nuggets - 9 szt.,180 g,360.0,19.8,18.0,28.8
MAX Burgers,Red Hot Nuggets - 9 szt.,162 g,419.58,25.43,23.0,27.86
MAX Burgers,Red Hot Nuggets - 4 szt.,72 g,186.48,11.3,10.22,12.38
MAX Burgers,Green Kale Caesar Bowl,425 g,735.15,35.11,41.09,58.86
MAX Burgers,Sesame & Ginger Bowl,412 g,610.21,29.23,26.79,64.4
MAX Burgers,Cookie Dough,372.5 g,622.23,12.82,42.43,92.43
MAX Burgers,Mango Passion,369 g,559.18,12.08,20.7,82.42
MAX Burgers,Pink Peach,480 g,253.8,1.33,0.7,57.85
MAX Burgers,Mucho Mango,450 g,244.5,1.8,2.25,55.0
MAX Burgers,Very Berry,450 g,210.5,1.2,1.25,46.6
MAX Burgers,Green Boost,450 g,252.5,4.0,6.25,41.0
MAX Burgers,Vanilla,320 g,453.4,11.24,17.58,63.9
MAX Burgers,Espresso Caramel,370 g,506.0,12.46,19.54,71.99
MAX Burgers,Chocolate,380 g,710.0,13.46,39.46,85.9
MAX Burgers,Strawberry,375 g,474.57,11.41,17.65,68.85
MAX Burgers,Choco Churros - 3,54 g,201.96,2.54,11.88,19.98
MAX Burgers,Choco Churros - 5,90 g,336.6,4.23,19.8,33.3
MAX Burgers,Choco Churros - 9,162 g,605.88,7.61,35.64,59.94
MAX Burgers,Ice Cream Truskawka,165 g,285.3,5.42,7.54,49.45
MAX Burgers,Ice Cream Czekolada,165 g,312.1,6.1,7.86,54.65
MAX Burgers,Ice Cream Karmel,165 g,323.3,6.66,9.54,53.45
MAX Burgers,Chocolate Lava Cake,70 g,280.7,4.27,15.61,29.61
MAX Burgers,Chocolate Lava Cake z lodami,120 g,357.7,6.42,18.61,40.11
MAX Burgers,Raspberry Pie,100 g,266.0,3.7,14.0,32.0
MAX Burgers,Raspberry Pie z lodami,150 g,343.0,5.85,17.0,42.5
MAX Burgers,Sugar Donut,50 g,99.0,1.65,4.85,12.0
MAX Burgers,Choco Churros Deluxe,193 g,457.67,7.8,18.94,63.02
MAX Burgers,Iced Latte,294 g,126.0,9.8,4.2,13.72
MAX Burgers,Iced Chocolate Latte,359 g,331.27,10.5,4.55,63.27
MAX Burgers,Iced Caramel Latte,359 g,342.19,11.05,1.72,62.1
MAX Burgers,Iced vanilla latte,320 g,214.66,9.8,4.2,35.58
MAX Burgers,Pink Sparkle,306 g,154.12,0.7,0.23,35.11
MAX Burgers,Strawberry Breeze,298 g,159.2,0.7,0.7,36.64
MAX Burgers,Fizzy Apple,298 g,188.46,0.7,0.7,43.23
MAX Burgers,Passion Pop,298 g,186.84,0.73,0.7,43.4
MAX Burgers,FuzeTea O smaku Borówki i Lawendy BEZ CUKRU,520 g,5.1,0.0,0.0,0.0
MAX Burgers,FuzeTea O smaku Brzoskwini i Hibiskusa,520 g,93.6,0.0,0.0,21.84
MAX Burgers,Cappy Lemonade Lemon & Mint,330 g,76.0,0.0,0.0,17.2
MAX Burgers,Cappy Multiwitamina,330 g,145.2,0.0,0.0,34.65
MAX Burgers,Cappy sok jabłkowy,330 g,148.5,0.0,0.0,35.64
MAX Burgers,Cappy sok pomarańczowy,330 g,141.9,0.0,0.0,33.0
MAX Burgers,Cola Zero Zero,500 g,5.0,0.0,0.0,0.0
MAX Burgers,Corona Zero,330 g,18.51,19.8,0.0,43.56
MAX Burgers,Creole Fries - large,254 g,729.15,6.89,41.9,79.32
MAX Burgers,Cheese Fries - Large,285 g,769.45,7.45,42.32,84.77
MAX Burgers,Tatarski fries - Large,285 g,718.45,7.3,35.72,86.03
MAX Burgers,Mozarella Sticks - Mozarella Sticks 5 szt,110 g,343.2,15.18,18.26,29.48
MAX Burgers,Cheese Fries - Medium,236 g,615.56,5.73,36.17,61.99
MAX Burgers,Mozarella Sticks - Mozarella Sticks 3 szt,66 g,205.92,9.11,10.96,17.69
MAX Burgers,Tatarski fries - Medium,235 g,561.95,5.55,29.42,62.98
MAX Burgers,Sourcream & Pepper,35 g,157.5,0.63,16.45,2.38
MAX Burgers,Dip Tatarski,40 g,132.0,0.28,12.4,5.2
MAX Burgers,Sweet Potato Fries,130 g,448.5,2.86,20.54,62.79
MAX Burgers,Apple Bites,80 g,40.0,0.32,0.32,9.68
MAX Burgers,Crispy fries - Małe,55 g,172.15,1.93,6.93,25.36
MAX Burgers,Crispy fries - Średnie,125 g,391.25,4.38,15.75,57.63
MAX Burgers,Crispy fries - Duże,165 g,516.45,5.78,20.79,76.07
MAX Burgers,Onion Rings - Onion Rings 4 szt.,64 g,150.4,1.73,8.32,16.64
MAX Burgers,Onion Rings - Onion Rings 6 szt.,96 g,225.6,2.59,12.48,24.96
MAX Burgers,Onion Rings - Onion Rings 9 szt.,144 g,338.4,3.89,18.72,37.44
MAX Burgers,Chili Cheese - Chili Cheese 4 szt.,80 g,217.2,7.2,12.8,17.6
MAX Burgers,Chili Cheese - Chili Cheese 6 szt.,120 g,326.4,10.8,19.2,26.4
MAX Burgers,Cheesy Toast,77 g,262.84,7.57,14.1,25.89
MAX Burgers,Cheesy Toast Bacon,87.5 g,304.84,10.72,17.35,25.94
MAX Burgers,Muffin 'n' Egg Cheddar,131.5 g,291.53,3.2,13.75,28.14
MAX Burgers,Muffin 'n' Egg Cheddar & Beef,169.5 g,388.05,18.13,21.35,28.64
MAX Burgers,Muffin 'n' Egg Cheddar & Bacon,142 g,333.53,15.58,17.01,28.2
MAX Burgers,Muffin 'n' Egg Benedict,135 g,336.6,10.34,20.46,27.56
MAX Burgers,Muffin 'n' Egg Benedict Bacon,145.5 g,378.6,13.48,23.71,27.62
MAX Burgers,Breakfast burger,153.5 g,372.24,15.75,21.95,27.32
MAX Burgers,Brunch burger,116.9 g,417.74,12.19,29.48,25.65
MAX Burgers,Morning Wrap Omelette & Beef,260 g,471.06,21.11,23.1,44.21
MAX Burgers,Morning Wrap Omelette & Cheese,222 g,374.54,15.41,15.5,43.72
MAX Burgers,Morning Wrap Omelette & Bacon,236 g,430.54,19.61,19.84,43.79
Pan Precel,Z MAKIEM,,318.0,0.0,0.0,55.0
Pan Precel,FRANCUSKI,,463.0,0.0,0.0,54.0
Pan Precel,Z SEZAMEM,,322.0,0.0,0.0,55.0
Pan Precel,FRANCUSKI WEGA,,459.0,0.0,0.0,53.0
Pan Precel,Z SOLĄ,,265.0,0.0,0.0,52.0
Pan Precel,GRECKI Z PAPRYKĄ,,390.0,0.0,0.0,54.0
Pan Precel,BEZ POSYPKI,,265.0,0.0,0.0,52.0
Pan Precel,GRECKI Z POMIDORAMI,,438.0,0.0,0.0,59.0
Pan Precel,MIX NASION,,367.0,0.0,0.0,57.0
Pan Precel,GRECKI NA WYPASIE,,432.0,0.0,0.0,56.0
Pan Precel,KINDER,,544.0,0.0,0.0,79.0
Pan Precel,HAWAJSKI,,410.0,0.0,0.0,55.0
Pan Precel,KRÓWKA,,567.0,0.0,0.0,80.0
Pan Precel,KURCZAK Z PIECZARKAMI,,418.0,0.0,0.0,54.0
Pan Precel,MUSZTARDOWO-MIODOWY,,429.0,0.0,0.0,54.0
Pan Precel,Z MLECZNĄ CZEKOLADĄ KURCZAK NA SŁODKO,,424.0,0.0,0.0,56.0
Pan Precel,KURCZAK PO WŁOSKU,,452.0,0.0,0.0,54.0
Pan Precel,kon CZEKOLADA | „2 6 KURCZAK PESTO,,455.0,0.0,0.0,54.0
Pan Precel,SINE RAGE EERE a KURCZAK LIMONKOWO-OSTRY,,462.0,0.0,0.0,54.0
Pan Precel,Z CYNAMONEM = 62 PIECZARKA NA OSTRO,,422.0,0.0,0.0,54.0
Pan Precel,KURCZAK KOPERKOWO- POMIDORO NA WYPASIE,,443.0,0.0,0.0,56.0
Pan Precel,ZIOLOWY,,456.0,0.0,0.0,54.0
Pan Precel,RUMCAJS,,434.0,0.0,0.0,54.0
Pan Precel,SUPREME OO = SALAMI PLUS HOT,,466.0,0.0,0.0,53.0
Pan Precel,SALAMI PLUS „a 5 SZPINAK NA WYPASIE,,417.0,0.0,0.0,53.0
